p_key,country1,country2,country3,country4,country5,amount,transaction_date,Path,Path_length
3005269,Mexico,,Spain,,Turkey,82785.0,2019-02-28T23:09:48.000Z,Mexico_Spain_Turkey,3
3005270,Israel,Russia,Greece,Spain,Russia,14114.0,2019-02-28T23:09:52.000Z,Israel_Russia_Greece_Spain_Russia,5
3005271,United Kingdom,,Turkey,Russia,United Kingdom,28812.0,2019-02-28T23:09:52.000Z,United Kingdom_Turkey_Russia_United Kingdom,4
3005272,Russia,Turkey,,Greece,Russia,48550.0,2019-02-28T23:09:54.000Z,Russia_Turkey_Greece_Russia,4
3005273,United Kingdom,,Greece,Israel,Spain,62133.0,2019-02-28T23:09:54.000Z,United Kingdom_Greece_Israel_Spain,4
3005274,Spain,Greece,,United Kingdom,Russia,22685.0,2019-02-28T23:09:58.000Z,Spain_Greece_United Kingdom_Russia,4
3005275,Mexico,Spain,,,Israel,57817.0,2019-02-28T23:10:00.000Z,Mexico_Spain_Israel,3
3005276,United Kingdom,Turkey,,Russia,Spain,58200.0,2019-02-28T23:10:00.000Z,United Kingdom_Turkey_Russia_Spain,4
3005277,United Kingdom,Spain,,Greece,Israel,4248.0,2019-02-28T23:10:01.000Z,United Kingdom_Spain_Greece_Israel,4
3005278,United Kingdom,Russia,Spain,Israel,Russia,23255.0,2019-02-28T23:10:02.000Z,United Kingdom_Russia_Spain_Israel_Russia,5
3005279,Mexico,Israel,Spain,Greece,United Kingdom,56220.0,2019-02-28T23:10:03.000Z,Mexico_Israel_Spain_Greece_United Kingdom,5
3005280,Greece,Spain,Spain,Israel,Russia,75991.0,2019-02-28T23:10:05.000Z,Greece_Spain_Israel_Russia,4
3005281,Greece,Spain,Russia,United Kingdom,Israel,14473.0,2019-02-28T23:10:09.000Z,Greece_Spain_Russia_United Kingdom_Israel,5
3005282,Russia,United Kingdom,Israel,,,16840.0,2019-02-28T23:10:13.000Z,Russia_United Kingdom_Israel,3
3005283,Spain,Spain,United Kingdom,Turkey,Russia,86743.0,2019-02-28T23:10:13.000Z,Spain_United Kingdom_Turkey_Russia,4
3005284,Russia,Mexico,Spain,Mexico,Russia,32192.0,2019-02-28T23:10:13.000Z,Russia_Mexico_Spain_Mexico_Russia,5
3005285,Russia,Israel,Spain,United Kingdom,United Kingdom,86007.0,2019-02-28T23:10:14.000Z,Russia_Israel_Spain_United Kingdom,4
3005286,,Russia,Mexico,Mexico,United Kingdom,47529.0,2019-02-28T23:10:15.000Z,Russia_Mexico_United Kingdom,3
3005287,Israel,United Kingdom,Mexico,Russia,Israel,52087.0,2019-02-28T23:10:16.000Z,Israel_United Kingdom_Mexico_Russia_Israel,5
3005288,Spain,Greece,Mexico,Russia,United Kingdom,49463.0,2019-02-28T23:10:17.000Z,Spain_Greece_Mexico_Russia_United Kingdom,5
3005289,United Kingdom,United Kingdom,United Kingdom,Turkey,United Kingdom,59607.0,2019-02-28T23:10:19.000Z,United Kingdom_Turkey_United Kingdom,3
3005290,Turkey,,Spain,,Israel,24554.0,2019-02-28T23:10:22.000Z,Turkey_Spain_Israel,3
3005291,Israel,United Kingdom,Israel,Mexico,Turkey,15448.0,2019-02-28T23:10:24.000Z,Israel_United Kingdom_Israel_Mexico_Turkey,5
3005292,Spain,Turkey,Turkey,,Israel,67199.0,2019-02-28T23:10:25.000Z,Spain_Turkey_Israel,3
3005293,Spain,,United Kingdom,,,57706.0,2019-02-28T23:10:26.000Z,Spain_United Kingdom,2
3005294,Russia,Israel,,Russia,Russia,6339.0,2019-02-28T23:10:30.000Z,Russia_Israel_Russia,3
3005295,,Israel,Russia,Russia,Israel,59515.0,2019-02-28T23:10:33.000Z,Israel_Russia_Israel,3
3005296,United Kingdom,Israel,,,Mexico,76537.0,2019-02-28T23:10:37.000Z,United Kingdom_Israel_Mexico,3
3005298,United Kingdom,Turkey,Greece,,Turkey,44682.0,2019-02-28T23:10:41.000Z,United Kingdom_Turkey_Greece_Turkey,4
3005299,,Turkey,United Kingdom,Israel,Israel,1920.0,2019-02-28T23:10:42.000Z,Turkey_United Kingdom_Israel,3
3005300,Russia,Israel,United Kingdom,Greece,Spain,86885.0,2019-02-28T23:10:46.000Z,Russia_Israel_United Kingdom_Greece_Spain,5
3005301,United Kingdom,,Greece,Russia,Turkey,24454.0,2019-02-28T23:10:49.000Z,United Kingdom_Greece_Russia_Turkey,4
3005302,Mexico,Russia,Greece,,United Kingdom,42892.0,2019-02-28T23:10:53.000Z,Mexico_Russia_Greece_United Kingdom,4
3005303,,Israel,Turkey,,Israel,13266.0,2019-02-28T23:10:54.000Z,Israel_Turkey_Israel,3
3005304,,,Greece,Israel,,41787.0,2019-02-28T23:10:55.000Z,Greece_Israel,2
3005305,Mexico,Spain,Spain,,Turkey,31813.0,2019-02-28T23:10:59.000Z,Mexico_Spain_Turkey,3
3005306,Mexico,Turkey,Israel,Russia,United Kingdom,4177.0,2019-02-28T23:11:00.000Z,Mexico_Turkey_Israel_Russia_United Kingdom,5
3005307,Greece,,,Greece,Russia,89572.0,2019-02-28T23:11:04.000Z,Greece_Russia,2
3005308,United Kingdom,Mexico,Russia,Spain,Turkey,19220.0,2019-02-28T23:11:05.000Z,United Kingdom_Mexico_Russia_Spain_Turkey,5
3005309,Russia,,United Kingdom,Greece,Israel,27209.0,2019-02-28T23:11:08.000Z,Russia_United Kingdom_Greece_Israel,4
3005310,United Kingdom,Greece,Spain,Israel,Spain,78795.0,2019-02-28T23:11:09.000Z,United Kingdom_Greece_Spain_Israel_Spain,5
3005311,Turkey,Israel,,United Kingdom,Russia,85288.0,2019-02-28T23:11:09.000Z,Turkey_Israel_United Kingdom_Russia,4
3005312,Turkey,United Kingdom,,,Greece,88923.0,2019-02-28T23:11:13.000Z,Turkey_United Kingdom_Greece,3
3005313,Mexico,United Kingdom,,,,38099.0,2019-02-28T23:11:14.000Z,Mexico_United Kingdom,2
3005314,Mexico,Turkey,,Greece,Spain,41388.0,2019-02-28T23:11:15.000Z,Mexico_Turkey_Greece_Spain,4
3005315,Mexico,,United Kingdom,Russia,,67215.0,2019-02-28T23:11:15.000Z,Mexico_United Kingdom_Russia,3
3005316,United Kingdom,,,Greece,Turkey,26911.0,2019-02-28T23:11:17.000Z,United Kingdom_Greece_Turkey,3
3005317,,Spain,Israel,Russia,Greece,60910.0,2019-02-28T23:11:18.000Z,Spain_Israel_Russia_Greece,4
3005318,,,Spain,,Russia,67822.0,2019-02-28T23:11:19.000Z,Spain_Russia,2
3005319,Russia,Greece,Greece,,,32887.0,2019-02-28T23:11:25.000Z,Russia_Greece,2
3005320,United Kingdom,Turkey,United Kingdom,,Turkey,13180.0,2019-02-28T23:11:28.000Z,United Kingdom_Turkey_United Kingdom_Turkey,4
3005321,,Greece,Spain,Mexico,,59547.0,2019-02-28T23:11:30.000Z,Greece_Spain_Mexico,3
3005322,Israel,,,Russia,United Kingdom,87981.0,2019-02-28T23:11:31.000Z,Israel_Russia_United Kingdom,3
3005323,,,Israel,,Greece,89490.0,2019-02-28T23:11:33.000Z,Israel_Greece,2
3005324,Russia,Turkey,Greece,Russia,Turkey,50902.0,2019-02-28T23:11:34.000Z,Russia_Turkey_Greece_Russia_Turkey,5
3005325,Russia,Spain,Turkey,United Kingdom,United Kingdom,66115.0,2019-02-28T23:11:35.000Z,Russia_Spain_Turkey_United Kingdom,4
3005326,Russia,Turkey,Turkey,United Kingdom,Russia,82954.0,2019-02-28T23:11:37.000Z,Russia_Turkey_United Kingdom_Russia,4
3005327,,Spain,Spain,Israel,United Kingdom,87877.0,2019-02-28T23:11:37.000Z,Spain_Israel_United Kingdom,3
3005328,Mexico,,,Mexico,Israel,32129.0,2019-02-28T23:11:38.000Z,Mexico_Israel,2
3005329,Mexico,Russia,Greece,Israel,Israel,49336.0,2019-02-28T23:11:44.000Z,Mexico_Russia_Greece_Israel,4
3005330,Greece,United Kingdom,Spain,Russia,,87864.0,2019-02-28T23:11:45.000Z,Greece_United Kingdom_Spain_Russia,4
3005331,Turkey,,,Israel,Russia,86037.0,2019-02-28T23:11:48.000Z,Turkey_Israel_Russia,3
3005332,United Kingdom,,,Russia,Greece,70711.0,2019-02-28T23:11:50.000Z,United Kingdom_Russia_Greece,3
3005333,Turkey,,Israel,United Kingdom,Turkey,46841.0,2019-02-28T23:11:50.000Z,Turkey_Israel_United Kingdom_Turkey,4
3005334,Greece,Russia,Israel,,Israel,89310.0,2019-02-28T23:11:51.000Z,Greece_Russia_Israel,3
3005335,Israel,Turkey,Turkey,Russia,United Kingdom,70749.0,2019-02-28T23:11:52.000Z,Israel_Turkey_Russia_United Kingdom,4
3005336,United Kingdom,United Kingdom,,Mexico,United Kingdom,4488.0,2019-02-28T23:11:54.000Z,United Kingdom_Mexico_United Kingdom,3
3005337,Russia,Israel,Russia,,Spain,57446.0,2019-02-28T23:11:54.000Z,Russia_Israel_Russia_Spain,4
3005338,Greece,Israel,,Russia,Israel,75265.0,2019-02-28T23:12:00.000Z,Greece_Israel_Russia_Israel,4
3005339,Turkey,Turkey,,Israel,Russia,74960.0,2019-02-28T23:12:02.000Z,Turkey_Israel_Russia,3
3005340,Spain,,Mexico,Turkey,Israel,18685.0,2019-02-28T23:12:02.000Z,Spain_Mexico_Turkey_Israel,4
3005341,Mexico,Israel,Greece,,United Kingdom,86132.0,2019-02-28T23:12:04.000Z,Mexico_Israel_Greece_United Kingdom,4
3005342,,,,Spain,Russia,97688.0,2019-02-28T23:12:05.000Z,Spain_Russia,2
3005343,Spain,Spain,Russia,Turkey,Turkey,79815.0,2019-02-28T23:12:07.000Z,Spain_Russia_Turkey,3
3005344,Israel,,Greece,United Kingdom,Israel,11923.0,2019-02-28T23:12:09.000Z,Israel_Greece_United Kingdom_Israel,4
3005345,Mexico,,Turkey,United Kingdom,Spain,42260.0,2019-02-28T23:12:10.000Z,Mexico_Turkey_United Kingdom_Spain,4
3005346,,United Kingdom,Spain,Mexico,Russia,40914.0,2019-02-28T23:12:10.000Z,United Kingdom_Spain_Mexico_Russia,4
3005347,Greece,Israel,Israel,,Russia,10820.0,2019-02-28T23:12:12.000Z,Greece_Israel_Russia,3
3005348,,Spain,,Russia,Mexico,64090.0,2019-02-28T23:12:12.000Z,Spain_Russia_Mexico,3
3005349,,Israel,Spain,Israel,Israel,23695.0,2019-02-28T23:12:20.000Z,Israel_Spain_Israel,3
3005350,United Kingdom,,Mexico,Russia,Spain,20353.0,2019-02-28T23:12:21.000Z,United Kingdom_Mexico_Russia_Spain,4
3005352,Russia,Greece,Mexico,Russia,,37912.0,2019-02-28T23:12:25.000Z,Russia_Greece_Mexico_Russia,4
3005354,Mexico,United Kingdom,,Spain,Turkey,50910.0,2019-02-28T23:12:27.000Z,Mexico_United Kingdom_Spain_Turkey,4
3005355,Israel,,Spain,United Kingdom,,7948.0,2019-02-28T23:12:28.000Z,Israel_Spain_United Kingdom,3
3005356,Israel,Spain,Russia,Mexico,Greece,44455.0,2019-02-28T23:12:28.000Z,Israel_Spain_Russia_Mexico_Greece,5
3005357,Spain,Israel,Turkey,United Kingdom,Greece,28644.0,2019-02-28T23:12:29.000Z,Spain_Israel_Turkey_United Kingdom_Greece,5
3005358,Russia,Israel,Turkey,,United Kingdom,3322.0,2019-02-28T23:12:31.000Z,Russia_Israel_Turkey_United Kingdom,4
3005359,Russia,Mexico,,,Turkey,91750.0,2019-02-28T23:12:32.000Z,Russia_Mexico_Turkey,3
3005360,Russia,Turkey,,Mexico,Israel,52877.0,2019-02-28T23:12:36.000Z,Russia_Turkey_Mexico_Israel,4
3005361,,Mexico,Mexico,Spain,Turkey,22240.0,2019-02-28T23:12:39.000Z,Mexico_Spain_Turkey,3
3005362,United Kingdom,Greece,Spain,Turkey,Israel,38725.0,2019-02-28T23:12:43.000Z,United Kingdom_Greece_Spain_Turkey_Israel,5
3005363,United Kingdom,,Greece,Mexico,Russia,26102.0,2019-02-28T23:12:44.000Z,United Kingdom_Greece_Mexico_Russia,4
3005364,Israel,,Mexico,,Israel,80385.0,2019-02-28T23:12:44.000Z,Israel_Mexico_Israel,3
3005365,,Russia,United Kingdom,Mexico,Greece,42973.0,2019-02-28T23:12:47.000Z,Russia_United Kingdom_Mexico_Greece,4
3005366,Israel,Greece,United Kingdom,Russia,Turkey,94374.0,2019-02-28T23:12:47.000Z,Israel_Greece_United Kingdom_Russia_Turkey,5
3005367,,Turkey,,Russia,Russia,42889.0,2019-02-28T23:12:48.000Z,Turkey_Russia,2
3005368,,Spain,Spain,United Kingdom,Spain,85079.0,2019-02-28T23:12:49.000Z,Spain_United Kingdom_Spain,3
3005369,,Turkey,Spain,Israel,Turkey,32902.0,2019-02-28T23:12:51.000Z,Turkey_Spain_Israel_Turkey,4
3005370,Israel,Turkey,United Kingdom,Israel,Greece,55172.0,2019-02-28T23:12:55.000Z,Israel_Turkey_United Kingdom_Israel_Greece,5
3005371,Greece,Greece,Spain,Turkey,United Kingdom,31066.0,2019-02-28T23:13:01.000Z,Greece_Spain_Turkey_United Kingdom,4
3005372,Greece,Turkey,Russia,,United Kingdom,91087.0,2019-02-28T23:13:03.000Z,Greece_Turkey_Russia_United Kingdom,4
3005373,Spain,Russia,Russia,,Israel,4865.0,2019-02-28T23:13:06.000Z,Spain_Russia_Israel,3
3005374,Turkey,,Spain,,United Kingdom,59339.0,2019-02-28T23:13:06.000Z,Turkey_Spain_United Kingdom,3
3005375,Israel,Greece,,Russia,Greece,95047.0,2019-02-28T23:13:06.000Z,Israel_Greece_Russia_Greece,4
3005376,Mexico,Turkey,,,United Kingdom,11019.0,2019-02-28T23:13:06.000Z,Mexico_Turkey_United Kingdom,3
3005377,United Kingdom,Greece,United Kingdom,,Turkey,70970.0,2019-02-28T23:13:07.000Z,United Kingdom_Greece_United Kingdom_Turkey,4
3005378,Israel,United Kingdom,Mexico,Mexico,Russia,60172.0,2019-02-28T23:13:08.000Z,Israel_United Kingdom_Mexico_Russia,4
3005379,Greece,Mexico,Mexico,Israel,Russia,58197.0,2019-02-28T23:13:08.000Z,Greece_Mexico_Israel_Russia,4
3005380,Russia,,Greece,,Turkey,52506.0,2019-02-28T23:13:09.000Z,Russia_Greece_Turkey,3
3005381,Mexico,United Kingdom,Israel,Greece,,18983.0,2019-02-28T23:13:12.000Z,Mexico_United Kingdom_Israel_Greece,4
3005382,Spain,,,,Greece,63166.0,2019-02-28T23:13:14.000Z,Spain_Greece,2
3005383,Russia,United Kingdom,Mexico,Greece,,56320.0,2019-02-28T23:13:14.000Z,Russia_United Kingdom_Mexico_Greece,4
3005384,Israel,Greece,,Mexico,Turkey,80356.0,2019-02-28T23:13:17.000Z,Israel_Greece_Mexico_Turkey,4
3005385,,,Greece,Mexico,Mexico,13700.0,2019-02-28T23:13:18.000Z,Greece_Mexico,2
3005386,Israel,Mexico,Spain,,United Kingdom,14046.0,2019-02-28T23:13:21.000Z,Israel_Mexico_Spain_United Kingdom,4
3005387,Israel,Greece,Turkey,,,16261.0,2019-02-28T23:13:23.000Z,Israel_Greece_Turkey,3
3005388,,Greece,Israel,,Mexico,1018.0,2019-02-28T23:13:25.000Z,Greece_Israel_Mexico,3
3005389,,,Russia,Greece,Mexico,90201.0,2019-02-28T23:13:27.000Z,Russia_Greece_Mexico,3
3005390,Spain,Spain,Russia,United Kingdom,,83116.0,2019-02-28T23:13:28.000Z,Spain_Russia_United Kingdom,3
3005391,United Kingdom,Mexico,,Russia,Turkey,34413.0,2019-02-28T23:13:28.000Z,United Kingdom_Mexico_Russia_Turkey,4
3005392,Russia,,Spain,Turkey,Mexico,87204.0,2019-02-28T23:13:28.000Z,Russia_Spain_Turkey_Mexico,4
3005393,United Kingdom,Mexico,Mexico,,Spain,21190.0,2019-02-28T23:13:29.000Z,United Kingdom_Mexico_Spain,3
3005394,Spain,Greece,,Israel,Spain,41373.0,2019-02-28T23:13:31.000Z,Spain_Greece_Israel_Spain,4
3005395,,Russia,,Greece,Russia,49103.0,2019-02-28T23:13:32.000Z,Russia_Greece_Russia,3
3005396,Israel,,Russia,Turkey,Mexico,74543.0,2019-02-28T23:13:34.000Z,Israel_Russia_Turkey_Mexico,4
3005397,,Turkey,Greece,Mexico,,35819.0,2019-02-28T23:13:39.000Z,Turkey_Greece_Mexico,3
3005398,,United Kingdom,Greece,Greece,Greece,32842.0,2019-02-28T23:13:39.000Z,United Kingdom_Greece,2
3005399,Spain,Russia,Russia,,Spain,67161.0,2019-02-28T23:13:41.000Z,Spain_Russia_Spain,3
3005400,,Israel,Mexico,Turkey,Greece,33581.0,2019-02-28T23:13:42.000Z,Israel_Mexico_Turkey_Greece,4
3005401,Russia,Israel,,United Kingdom,Mexico,90045.0,2019-02-28T23:13:43.000Z,Russia_Israel_United Kingdom_Mexico,4
3005402,United Kingdom,Greece,Spain,Turkey,Greece,66382.0,2019-02-28T23:13:44.000Z,United Kingdom_Greece_Spain_Turkey_Greece,5
3005403,Turkey,Turkey,Spain,,Greece,65599.0,2019-02-28T23:13:45.000Z,Turkey_Spain_Greece,3
3005404,Mexico,,Spain,Israel,Turkey,73730.0,2019-02-28T23:13:46.000Z,Mexico_Spain_Israel_Turkey,4
3005405,United Kingdom,Israel,United Kingdom,Turkey,Mexico,98243.0,2019-02-28T23:13:46.000Z,United Kingdom_Israel_United Kingdom_Turkey_Mexico,5
3005406,Israel,Spain,United Kingdom,Mexico,Greece,53390.0,2019-02-28T23:13:46.000Z,Israel_Spain_United Kingdom_Mexico_Greece,5
3005407,United Kingdom,Turkey,Israel,,Turkey,9273.0,2019-02-28T23:13:47.000Z,United Kingdom_Turkey_Israel_Turkey,4
3005408,,,Mexico,Turkey,Israel,75534.0,2019-02-28T23:13:48.000Z,Mexico_Turkey_Israel,3
3005409,Mexico,,Israel,Turkey,Spain,74159.0,2019-02-28T23:13:52.000Z,Mexico_Israel_Turkey_Spain,4
3005410,Turkey,Turkey,Russia,Russia,Israel,35033.0,2019-02-28T23:13:52.000Z,Turkey_Russia_Israel,3
3005411,Greece,Turkey,Greece,,Turkey,73207.0,2019-02-28T23:13:53.000Z,Greece_Turkey_Greece_Turkey,4
3005412,,United Kingdom,United Kingdom,Mexico,Spain,58267.0,2019-02-28T23:13:56.000Z,United Kingdom_Mexico_Spain,3
3005413,Israel,Russia,Greece,Spain,Russia,64611.0,2019-02-28T23:13:58.000Z,Israel_Russia_Greece_Spain_Russia,5
3005414,Greece,Spain,,United Kingdom,,4434.0,2019-02-28T23:13:58.000Z,Greece_Spain_United Kingdom,3
3005415,Turkey,,Mexico,Spain,,24893.0,2019-02-28T23:14:02.000Z,Turkey_Mexico_Spain,3
3005416,,Turkey,Turkey,Mexico,,61645.0,2019-02-28T23:14:03.000Z,Turkey_Mexico,2
3005417,Mexico,Greece,United Kingdom,,Spain,70483.0,2019-02-28T23:14:04.000Z,Mexico_Greece_United Kingdom_Spain,4
3005418,,Greece,Turkey,United Kingdom,Mexico,13942.0,2019-02-28T23:14:04.000Z,Greece_Turkey_United Kingdom_Mexico,4
3005420,Turkey,Israel,Turkey,Turkey,,2649.0,2019-02-28T23:14:05.000Z,Turkey_Israel_Turkey,3
3005421,Russia,,,Mexico,,83995.0,2019-02-28T23:14:08.000Z,Russia_Mexico,2
3005422,Israel,Greece,Mexico,,,14028.0,2019-02-28T23:14:08.000Z,Israel_Greece_Mexico,3
3005423,Greece,,United Kingdom,Mexico,United Kingdom,82366.0,2019-02-28T23:14:10.000Z,Greece_United Kingdom_Mexico_United Kingdom,4
3005424,Mexico,Israel,United Kingdom,Russia,Greece,34103.0,2019-02-28T23:14:12.000Z,Mexico_Israel_United Kingdom_Russia_Greece,5
3005425,Spain,Turkey,Israel,Spain,Mexico,54998.0,2019-02-28T23:14:13.000Z,Spain_Turkey_Israel_Spain_Mexico,5
3005426,Mexico,Turkey,Greece,Mexico,,17207.0,2019-02-28T23:14:13.000Z,Mexico_Turkey_Greece_Mexico,4
3005427,Israel,United Kingdom,Greece,,Mexico,27584.0,2019-02-28T23:14:14.000Z,Israel_United Kingdom_Greece_Mexico,4
3005428,Turkey,United Kingdom,Greece,United Kingdom,United Kingdom,10808.0,2019-02-28T23:14:15.000Z,Turkey_United Kingdom_Greece_United Kingdom,4
3005429,Israel,Greece,Turkey,Spain,,87053.0,2019-02-28T23:14:15.000Z,Israel_Greece_Turkey_Spain,4
3005430,Greece,Russia,United Kingdom,Russia,Spain,39471.0,2019-02-28T23:14:18.000Z,Greece_Russia_United Kingdom_Russia_Spain,5
3005431,Spain,Spain,Russia,Turkey,Turkey,32407.0,2019-02-28T23:14:19.000Z,Spain_Russia_Turkey,3
3005432,Israel,Russia,,Mexico,,65659.0,2019-02-28T23:14:21.000Z,Israel_Russia_Mexico,3
3005433,Spain,Spain,Turkey,Spain,,44828.0,2019-02-28T23:14:22.000Z,Spain_Turkey_Spain,3
3005434,Mexico,,United Kingdom,Spain,Turkey,33380.0,2019-02-28T23:14:28.000Z,Mexico_United Kingdom_Spain_Turkey,4
3005435,Turkey,,United Kingdom,Russia,Russia,61779.0,2019-02-28T23:14:30.000Z,Turkey_United Kingdom_Russia,3
3005436,Greece,Israel,Spain,Mexico,,35305.0,2019-02-28T23:14:32.000Z,Greece_Israel_Spain_Mexico,4
3005437,Greece,,Israel,Israel,United Kingdom,65200.0,2019-02-28T23:14:33.000Z,Greece_Israel_United Kingdom,3
3005438,Mexico,Israel,Turkey,United Kingdom,,79275.0,2019-02-28T23:14:39.000Z,Mexico_Israel_Turkey_United Kingdom,4
3005439,,,Spain,Russia,Mexico,8854.0,2019-02-28T23:14:41.000Z,Spain_Russia_Mexico,3
3005440,Turkey,Mexico,Mexico,Turkey,,75779.0,2019-02-28T23:14:42.000Z,Turkey_Mexico_Turkey,3
3005441,Turkey,Turkey,Russia,Russia,,271.0,2019-02-28T23:14:47.000Z,Turkey_Russia,2
3005442,Russia,,Israel,Turkey,Greece,95071.0,2019-02-28T23:14:50.000Z,Russia_Israel_Turkey_Greece,4
3005443,Israel,Turkey,Israel,Russia,United Kingdom,37594.0,2019-02-28T23:14:54.000Z,Israel_Turkey_Israel_Russia_United Kingdom,5
3005444,,Turkey,Mexico,Russia,Greece,43045.0,2019-02-28T23:14:57.000Z,Turkey_Mexico_Russia_Greece,4
3005445,Turkey,Turkey,Mexico,Turkey,Greece,57046.0,2019-02-28T23:14:58.000Z,Turkey_Mexico_Turkey_Greece,4
3005446,United Kingdom,Israel,Mexico,Greece,Spain,83443.0,2019-02-28T23:14:58.000Z,United Kingdom_Israel_Mexico_Greece_Spain,5
3005447,Spain,Turkey,Israel,United Kingdom,Mexico,30337.0,2019-02-28T23:14:59.000Z,Spain_Turkey_Israel_United Kingdom_Mexico,5
3005448,Greece,,Israel,United Kingdom,Israel,88007.0,2019-02-28T23:15:01.000Z,Greece_Israel_United Kingdom_Israel,4
3005449,,Greece,United Kingdom,Turkey,Russia,42567.0,2019-02-28T23:15:02.000Z,Greece_United Kingdom_Turkey_Russia,4
3005450,Greece,,Greece,Spain,,18594.0,2019-02-28T23:15:03.000Z,Greece_Spain,2
3005451,Greece,,Spain,United Kingdom,,89302.0,2019-02-28T23:15:04.000Z,Greece_Spain_United Kingdom,3
3005452,,Israel,Turkey,United Kingdom,Greece,95796.0,2019-02-28T23:15:06.000Z,Israel_Turkey_United Kingdom_Greece,4
3005453,Russia,Greece,Russia,Greece,United Kingdom,22581.0,2019-02-28T23:15:06.000Z,Russia_Greece_Russia_Greece_United Kingdom,5
3005454,Mexico,,Israel,,Israel,41385.0,2019-02-28T23:15:07.000Z,Mexico_Israel,2
3005455,Russia,Israel,Mexico,Turkey,Mexico,5364.0,2019-02-28T23:15:13.000Z,Russia_Israel_Mexico_Turkey_Mexico,5
3005456,Mexico,,Turkey,United Kingdom,United Kingdom,97078.0,2019-02-28T23:15:15.000Z,Mexico_Turkey_United Kingdom,3
3005457,Turkey,United Kingdom,United Kingdom,Israel,Turkey,66791.0,2019-02-28T23:15:15.000Z,Turkey_United Kingdom_Israel_Turkey,4
3005459,United Kingdom,Greece,Mexico,Spain,Greece,82939.0,2019-02-28T23:15:18.000Z,United Kingdom_Greece_Mexico_Spain_Greece,5
3005460,,Israel,United Kingdom,Turkey,Spain,20923.0,2019-02-28T23:15:19.000Z,Israel_United Kingdom_Turkey_Spain,4
3005461,Turkey,Spain,Greece,United Kingdom,Greece,57356.0,2019-02-28T23:15:19.000Z,Turkey_Spain_Greece_United Kingdom_Greece,5
3005462,,Greece,Russia,,United Kingdom,27399.0,2019-02-28T23:15:19.000Z,Greece_Russia_United Kingdom,3
3005463,,Greece,Mexico,Mexico,Turkey,27809.0,2019-02-28T23:15:21.000Z,Greece_Mexico_Turkey,3
3005464,Turkey,Turkey,United Kingdom,Russia,Spain,61470.0,2019-02-28T23:15:22.000Z,Turkey_United Kingdom_Russia_Spain,4
3005465,Israel,,Mexico,Greece,Russia,16175.0,2019-02-28T23:15:24.000Z,Israel_Mexico_Greece_Russia,4
3005466,,Mexico,Turkey,Mexico,Mexico,10770.0,2019-02-28T23:15:24.000Z,Mexico_Turkey_Mexico,3
3005467,,Mexico,,,Israel,69384.0,2019-02-28T23:15:26.000Z,Mexico_Israel,2
3005468,Turkey,Israel,United Kingdom,United Kingdom,Israel,87035.0,2019-02-28T23:15:27.000Z,Turkey_Israel_United Kingdom_Israel,4
3005469,,Mexico,Russia,Mexico,Greece,43124.0,2019-02-28T23:15:27.000Z,Mexico_Russia_Mexico_Greece,4
3005470,Russia,United Kingdom,Turkey,Spain,,14921.0,2019-02-28T23:15:28.000Z,Russia_United Kingdom_Turkey_Spain,4
3005471,Greece,Israel,United Kingdom,Spain,,17463.0,2019-02-28T23:15:28.000Z,Greece_Israel_United Kingdom_Spain,4
3005472,Spain,,Russia,Mexico,,45798.0,2019-02-28T23:15:30.000Z,Spain_Russia_Mexico,3
3005473,Russia,,Spain,Mexico,,67959.0,2019-02-28T23:15:34.000Z,Russia_Spain_Mexico,3
3005474,Spain,Turkey,United Kingdom,Israel,,14075.0,2019-02-28T23:15:36.000Z,Spain_Turkey_United Kingdom_Israel,4
3005476,Spain,Greece,Turkey,,Mexico,18004.0,2019-02-28T23:15:45.000Z,Spain_Greece_Turkey_Mexico,4
3005477,Russia,,Mexico,Greece,Turkey,18237.0,2019-02-28T23:15:48.000Z,Russia_Mexico_Greece_Turkey,4
3005478,Greece,Russia,Israel,Turkey,,87990.0,2019-02-28T23:15:49.000Z,Greece_Russia_Israel_Turkey,4
3005479,Israel,Turkey,United Kingdom,,Russia,32161.0,2019-02-28T23:15:52.000Z,Israel_Turkey_United Kingdom_Russia,4
3005480,Spain,,Israel,,United Kingdom,69857.0,2019-02-28T23:15:53.000Z,Spain_Israel_United Kingdom,3
3005481,Turkey,Spain,,Israel,Israel,82887.0,2019-02-28T23:15:53.000Z,Turkey_Spain_Israel,3
3005482,Spain,Israel,Greece,Russia,Turkey,58719.0,2019-02-28T23:15:55.000Z,Spain_Israel_Greece_Russia_Turkey,5
3005483,Greece,Mexico,,Israel,United Kingdom,88614.0,2019-02-28T23:15:55.000Z,Greece_Mexico_Israel_United Kingdom,4
3005484,United Kingdom,Russia,Israel,Spain,United Kingdom,74482.0,2019-02-28T23:15:59.000Z,United Kingdom_Russia_Israel_Spain_United Kingdom,5
3005485,Greece,Mexico,Russia,Spain,Greece,64129.0,2019-02-28T23:16:00.000Z,Greece_Mexico_Russia_Spain_Greece,5
3005486,,,Spain,Spain,Mexico,16333.0,2019-02-28T23:16:00.000Z,Spain_Mexico,2
3005487,Israel,Israel,Greece,Spain,United Kingdom,19957.0,2019-02-28T23:16:01.000Z,Israel_Greece_Spain_United Kingdom,4
3005488,,Israel,Spain,Russia,,95940.0,2019-02-28T23:16:02.000Z,Israel_Spain_Russia,3
